ключ_клиента,регион_проживания,город_проживания,возраст,пол,месяц_покупок,оборот_аптеки,оборот_рестораны,оборот_одежда_и_обувь,оборот_автоуслуги,оборот_супермаркеты,оборот_такси,оборот_красота,оборот_развлечения,оборот_жд_билеты,оборот_образование,оборот_дом_и_ремонт,оборот_спорттовары,оборот_животные,оборот_цветы,оборот_фастфуд,оборот_каршеринг,оборот_аренда_авто,активация_кэшбэка_аптеки,активация_кэшбэка_рестораны,активация_кэшбэка_одежда_и_обувь,активация_кэшбэка_автоуслуги,активация_кэшбэка_супермаркеты,активация_кэшбэка_такси,активация_кэшбэка_красота,активация_кэшбэка_развлечения,активация_кэшбэка_жд_билеты,активация_кэшбэка_образование,активация_кэшбэка_дом_и_ремонт,активация_кэшбэка_спорттовары,активация_кэшбэка_животные,активация_кэшбэка_цветы,активация_кэшбэка_фастфуд,активация_кэшбэка_каршеринг,активация_кэшбэка_аренда_авто,кэшбэк_аптеки,кэшбэк_рестораны,кэшбэк_одежда_и_обувь,кэшбэк_автоуслуги,кэшбэк_супермаркеты,кэшбэк_такси,кэшбэк_красота,кэшбэк_развлечения,кэшбэк_жд_билеты,кэшбэк_образование,кэшбэк_дом_и_ремонт,кэшбэк_спорттовары,кэшбэк_животные,кэшбэк_цветы,кэшбэк_фастфуд,кэшбэк_каршеринг,кэшбэк_аренда_авто
115774703,Москва,Москва,33,M,2023-08-01,,67740.0,,,181318.0,3.0,,,,,15060.0,,8220.0,15018.0,69591.0,,,,,1.0,0.0,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,750.0,,,
115774703,Москва,Москва,33,M,2023-09-01,405.0,187290.0,19350.0,10500.0,213584.0,12999.0,12600.0,1050.0,,,22359.0,,70349.0,,103961.0,,,,,,,1.0,,,0.0,,,,,1.0,0.0,,,,,,,,10584.0,,,,,,,,2109.0,,,,
115841635,Москва,Москва,51,M,2023-04-01,185784.0,,480078.0,,9361.0,75696.0,,1320.0,,37500.0,,,,,8382.0,,,1.0,,1.0,,,,,0.0,,,,,,0.0,,0.0,,9285.0,,24000.0,,,,,,,,,,,,,,
115841635,Москва,Москва,51,M,2023-05-01,,,,189098.0,16273.0,105984.0,,,,32400.0,,,,,6408.0,,,,,1.0,,,,,0.0,,1.0,,,,,,0.0,,,,,,,,,,,1620.0,,,,,,,
115841635,Москва,Москва,51,M,2023-06-01,,,318006.0,,30105.0,54822.0,,,,,,,,,,,,,,1.0,,,,,0.0,1.0,,,,,,,,,,,15897.0,,,,,,,,,,,,,,
115841635,Москва,Москва,51,M,2023-07-01,179575.0,8400.0,55062.0,21000.0,16261.0,99900.0,,4200.0,39964.0,32400.0,,,,,8454.0,,,1.0,,1.0,,,,,,1.0,0.0,,,,,,,,8973.0,,2748.0,,,,,,2016.0,,,,,,,,
115841635,Москва,Москва,51,M,2023-08-01,,,140403.0,,9735.0,85908.0,,,407266.0,,,,,,,,,,,1.0,0.0,,1.0,,,1.0,,,,,,,,,,,7020.0,,,3243.0,,,20355.0,,,,,,,,
115841635,Москва,Москва,51,M,2023-09-01,,,172560.0,,46461.0,55977.0,,,,47385.0,,,8874.0,,5889.0,,,,,1.0,,,1.0,,0.0,,0.0,,,,,,,,,,8628.0,,,2469.0,,,,,,,,,,,
115841918,Москва,Москва,46,M,2023-04-01,3435.0,,129387.0,11475.0,71301.0,,,5700.0,4200.0,,15876.0,5394.0,,2340.0,16500.0,,,1.0,0.0,,,,1.0,,,,,,0.0,,,,,,171.0,,,,,,,,,,,,,,,,
115841918,Москва,Москва,46,M,2023-05-01,11439.0,,184428.0,,68808.0,,,1950.0,,,1191.0,,,13050.0,11303.0,,,1.0,,1.0,0.0,,,,1.0,0.0,,,,,,,,,570.0,,9204.0,,,,,96.0,,,,,,,,,
115841918,Москва,Москва,46,M,2023-06-01,,1200.0,123852.0,,81219.0,,,3300.0,,,,,,1440.0,5475.0,,,1.0,1.0,,0.0,,,,,0.0,,,,,,,,,,60.0,,,,,,,,,,,,,,,
115841918,Москва,Москва,46,M,2023-07-01,4779.0,102453.0,131697.0,,108738.0,7953.0,,,,,5700.0,,,,13434.0,,,1.0,,,,1.0,,0.0,,,,,,,0.0,,,,237.0,,,,5370.0,,,,,,,,,,,,
115841918,Москва,Москва,46,M,2023-08-01,,54375.0,118887.0,,57032.0,5595.0,,,,,,,,1440.0,3701.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,2658.0,,,,,,,,,,,,
115841918,Москва,Москва,46,M,2023-09-01,1698.0,27330.0,327432.0,4200.0,80994.0,3897.0,,7875.0,,,30000.0,,,13545.0,47979.0,,,1.0,1.0,,,,,,,0.0,,,,,0.0,,,,84.0,30.0,,,,,,,,,,,,,,,
115855593,Москва,Москва,40,M,2023-04-01,14931.0,32169.0,61734.0,4950.0,190964.0,,,,,,52914.0,,,,43551.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,738.0,1575.0,,,,,,,,,,,,,,,
115855593,Москва,Москва,40,M,2023-05-01,27240.0,2397.0,6867.0,1050.0,183551.0,3600.0,3000.0,5700.0,,,2040.0,,,,56034.0,,,1.0,1.0,,1.0,,,,,,,,,,0.0,,,,1353.0,,,51.0,,,,,,,,,,,,,
115855593,Москва,Москва,40,M,2023-06-01,12030.0,3540.0,88917.0,10500.0,250500.0,,3900.0,,,,6123.0,14508.0,16104.0,,19965.0,,,1.0,1.0,,0.0,,,,,,,,,,,,,,594.0,27.0,,,,,,,,,,,,,,,
115855593,Москва,Москва,40,M,2023-07-01,34945.0,58887.0,8985.0,25623.0,196497.0,,2100.0,4500.0,,,8703.0,,,,43704.0,7091.0,,1.0,,,,1.0,,,,,,,0.0,0.0,,,,,1542.0,,,,7944.0,,,,,,,,,,,,
115855593,Москва,Москва,40,M,2023-08-01,8940.0,23670.0,2697.0,280200.0,162367.0,,4800.0,8229.0,,19200.0,5514.0,13497.0,6090.0,,65462.0,750.0,,1.0,1.0,,0.0,,,,,,,,,,,,,,438.0,1146.0,,,,,,,,,,,,,,,
115855593,Москва,Москва,40,M,2023-09-01,20491.0,9897.0,4587.0,,172702.0,1638.0,,2370.0,,,1764.0,,,7500.0,20613.0,,,1.0,1.0,,,,,1.0,1.0,,0.0,,,0.0,0.0,,,,1212.0,477.0,,,,,,105.0,,,,,,,,,
115883667,Москва,Москва,37,M,2023-04-01,25164.0,18270.0,,9000.0,100974.0,,,,,66066.0,,2394.0,,,57918.0,,,1.0,,,1.0,,,,,,,,,,,,,,1257.0,,,450.0,,,,,,,,,,,,,
115883667,Москва,Москва,37,M,2023-05-01,,40964.0,74457.0,,49110.0,,6000.0,,,,,,,,42378.0,,,,,1.0,1.0,,,,,,,,,,0.0,,,,,,3714.0,,,,,,,,,,,,,,
115883667,Москва,Москва,37,M,2023-06-01,24273.0,68838.0,2397.0,5100.0,68264.0,,6000.0,7350.0,25800.0,45426.0,,,,,99456.0,,,1.0,,,1.0,,,1.0,,0.0,,,,,,,,,1209.0,,,255.0,,,300.0,,,,,,,,,,
115883667,Москва,Москва,37,M,2023-07-01,,51900.0,20445.0,,86199.0,,6000.0,,,,7557.0,,,35556.0,49581.0,,,1.0,,,1.0,,,0.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
115883667,Москва,Москва,37,M,2023-08-01,108123.0,24859.0,12912.0,4050.0,50096.0,,12000.0,,,,,,,,26649.0,,,1.0,,1.0,,,,1.0,,0.0,,,,,,,,,5400.0,,642.0,,,,600.0,,,,,,,,,,
115883667,Москва,Москва,37,M,2023-09-01,45320.0,114204.0,27195.0,,153658.0,,4500.0,3000.0,,,957.0,,,,39007.0,,,1.0,,,,,,1.0,1.0,,,,,,0.0,,,,2253.0,,,,,,225.0,150.0,,,,,,,,,
115895901,Нижегородская область,Дзержинск,34,M,2023-04-01,405.0,5790.0,19485.0,4050.0,32619.0,,,3900.0,,,13077.0,,,,4406.0,,,,,1.0,,,,,,,,,,,,,,,,,321.0,,,,,,,,,,,,,,
115895901,Нижегородская область,Дзержинск,34,M,2023-05-01,2103.0,65340.0,30642.0,89994.0,76712.0,,,6120.0,,,36612.0,,,,48536.0,,,0.0,,,1.0,,,1.0,1.0,,0.0,,,,,,,,,,,4497.0,,,,291.0,,,,,,,,,
115895901,Нижегородская область,Дзержинск,34,M,2023-06-01,5100.0,67929.0,11094.0,31413.0,69052.0,3654.0,,7140.0,,,299.0,5070.0,,7116.0,31877.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,249.0,,,,,,,348.0,,,,,,,,,
115895901,Нижегородская область,Дзержинск,34,M,2023-07-01,24545.0,14202.0,95055.0,1050.0,45320.0,,,60090.0,,,450.0,14721.0,,,24918.0,,,0.0,,1.0,,,,1.0,1.0,,,,,,0.0,,,,,,3228.0,,,,,3003.0,,,,,,,,,
115895901,Нижегородская область,Дзержинск,34,M,2023-08-01,3246.0,29115.0,28155.0,23706.0,78301.0,,,46128.0,,,1560.0,18174.0,,10011.0,40731.0,,,0.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,1182.0,,,,1479.0,,,,906.0,,,,,
115895901,Нижегородская область,Дзержинск,34,M,2023-09-01,3237.0,22302.0,25746.0,1650.0,48617.0,2133.0,,9150.0,,,1050.0,42840.0,,,20622.0,,,1.0,,,,,,,1.0,,,,1.0,,0.0,,0.0,,159.0,,,,,,,432.0,,,,2142.0,,,,,
115908175,Москва,Москва,36,F,2023-04-01,7946.0,18801.0,227250.0,,82782.0,31353.0,,7200.0,44043.0,,,16794.0,,,82959.0,11488.0,,,,1.0,,,,,,,,,,,,,,,,,11361.0,,,,,,,,,,,,,,
115908175,Москва,Москва,36,F,2023-05-01,2649.0,38781.0,37386.0,,65286.0,27324.0,11400.0,24785.0,,,,16200.0,,,91402.0,2835.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,129.0,1929.0,,,,,,,,,,,,,,,
115908175,Москва,Москва,36,F,2023-06-01,10719.0,43005.0,96879.0,,79301.0,20022.0,93570.0,27000.0,38922.0,,41460.0,,,,57529.0,6624.0,,1.0,,1.0,,,,,0.0,1.0,,,,,,,,,525.0,,4770.0,,,,,,1959.0,,,,,,,,
115908175,Москва,Москва,36,F,2023-07-01,8025.0,42876.0,57153.0,,164414.0,4407.0,24090.0,31020.0,32136.0,,42120.0,,,,58881.0,2348.0,,,1.0,,,,,,,1.0,,,1.0,,,,,1.0,,2136.0,,,,,,,1803.0,,,,,,,,
115908175,Москва,Москва,36,F,2023-08-01,15272.0,30075.0,25635.0,,71251.0,14709.0,2670.0,26767.0,,,,11919.0,,3900.0,89617.0,12616.0,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,753.0,,1263.0,,,,,,,,,,,,,,
115908175,Москва,Москва,36,F,2023-09-01,5775.0,20865.0,40674.0,,66848.0,2043.0,,2977.0,40029.0,,34746.0,2997.0,,,74279.0,33063.0,,0.0,,,,1.0,,,,1.0,,,,,,,,,,,,,2535.0,,,,2028.0,,,,,,,,
115933348,Москва,Москва,36,M,2023-04-01,26558.0,10410.0,2394.0,,92432.0,13110.0,,1287.0,2274.0,,16278.0,,,,20010.0,,,1.0,1.0,,,,1.0,,,0.0,,,,0.0,,,,,1320.0,519.0,,,,642.0,,,,,,,,,,,
115933348,Москва,Москва,36,M,2023-05-01,6276.0,37800.0,5550.0,,81199.0,21246.0,,2268.0,3817.0,,19338.0,,,,32928.0,,,,,1.0,,,,1.0,,,0.0,,,,0.0,,,,,,276.0,,,,,,,,,,,,,,
115933348,Москва,Москва,36,M,2023-06-01,15153.0,78630.0,67023.0,2730.0,134989.0,62112.0,,3480.0,1763.0,,101139.0,2097.0,,14100.0,49599.0,,,,1.0,,,,,,1.0,0.0,,,,,,,,,,3921.0,,,,,,171.0,,,,,,,,,
115933348,Москва,Москва,36,M,2023-07-01,1047.0,54180.0,90000.0,,123082.0,47454.0,32400.0,2664.0,1131.0,,464427.0,,,36150.0,31176.0,,,0.0,,,0.0,1.0,,0.0,0.0,,,,,,1.0,,,,,,,,3810.0,,,,,,,,,1803.0,,,
115933348,Москва,Москва,36,M,2023-08-01,19293.0,26460.0,22485.0,,133390.0,36543.0,,15000.0,,9387.0,31815.0,,,600.0,33321.0,,,1.0,1.0,,,,,0.0,,,,,,,1.0,,,,954.0,1323.0,,,,,,,,,,,,30.0,,,
115933348,Москва,Москва,36,M,2023-09-01,,49665.0,,480.0,173203.0,34263.0,,36330.0,,,5040.0,,,2100.0,28146.0,,,1.0,1.0,,,,,,0.0,,,,0.0,,1.0,,,,,2478.0,,,,,,,,,,,,102.0,,,
115937597,Москва,Москва,35,M,2023-04-01,2607.0,107160.0,104529.0,2850.0,137436.0,23277.0,,49199.0,,,22568.0,2520.0,,4680.0,30222.0,,,,,,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,1965.0,,,,,,,,,
115937597,Москва,Москва,35,M,2023-05-01,4254.0,166516.0,32934.0,,151334.0,60246.0,,47997.0,25050.0,,15084.0,,645.0,,99302.0,,,,1.0,,,,,,1.0,1.0,,,,,0.0,,,,,8307.0,,,,,,1572.0,2256.0,,,,,,,,
115937597,Москва,Москва,35,M,2023-06-01,,281196.0,201006.0,,107785.0,77568.0,11700.0,22020.0,67610.0,12240.0,56874.0,,1909.0,270.0,116648.0,,,0.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,834.0,4266.0,,,,,,,,
115937597,Москва,Москва,35,M,2023-07-01,,258210.0,214566.0,1950.0,218958.0,59100.0,,20767.0,30777.0,39960.0,39618.0,,1275.0,3990.0,58785.0,,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,18.0,,,,,,,,,
115937597,Москва,Москва,35,M,2023-08-01,,163347.0,138366.0,2550.0,169401.0,24690.0,,61640.0,,,1911.0,,687.0,6120.0,121173.0,,,,,1.0,0.0,,,,0.0,,,,,,0.0,,,,,,6900.0,,,,,,,,,,,,,,
115937597,Москва,Москва,35,M,2023-09-01,1785.0,186750.0,,6000.0,104350.0,21865.0,,47400.0,21299.0,,3849.0,,510.0,,128852.0,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,1530.0,,,,,,,,
115943349,Москва,Москва,69,M,2023-04-01,30140.0,,,2400.0,284241.0,,1800.0,,,,64050.0,,14699.0,33420.0,3360.0,,,,0.0,,,1.0,,,,0.0,,,,,,,0.0,,,,,,14151.0,,,,,,,,,,,,
115943349,Москва,Москва,69,M,2023-05-01,45792.0,94704.0,,,264314.0,16045.0,1500.0,,,,130887.0,,,,12099.0,,,1.0,,,0.0,1.0,,0.0,,,,0.0,,,1.0,,,,2283.0,,,,13167.0,,,,,,,,,,,,
115943349,Москва,Москва,69,M,2023-06-01,37665.0,26520.0,1974.0,,281848.0,5614.0,,,,,39950.0,,12584.0,,30168.0,,,,0.0,,,1.0,,1.0,,,,,,1.0,0.0,,,,,,,,14031.0,,,,,,,,621.0,,,,
115943349,Москва,Москва,69,M,2023-07-01,21303.0,,,,97686.0,1050.0,,48600.0,,,,,6736.0,,2550.0,,,,,0.0,,1.0,,0.0,,0.0,,,,1.0,,,,,,,,,4863.0,,,,,,,,336.0,,,,
115943349,Москва,Москва,69,M,2023-08-01,19685.0,37500.0,,,299669.0,,,3000.0,,,44434.0,,5232.0,,5229.0,,,1.0,0.0,,,1.0,,,,,,,,0.0,,,,,972.0,,,,14028.0,,,,,,,,,,,,
115943349,Москва,Москва,69,M,2023-09-01,43213.0,6570.0,,,265068.0,,,,,,25241.0,11310.0,7373.0,9312.0,2460.0,,,1.0,,0.0,,1.0,,0.0,,,0.0,,,,,,,,2148.0,,,,13215.0,,,,,,,,,,,,
115946903,Санкт-Петербург,Санкт-Петербург,41,M,2023-04-01,3259.0,,3627.0,,12058.0,1350.0,4500.0,3359.0,,5595.0,,3300.0,,,48123.0,,,,1.0,,,,1.0,,0.0,,,,0.0,,1.0,,,,,,,,,66.0,,,,,,,,,,,
115946903,Санкт-Петербург,Санкт-Петербург,41,M,2023-05-01,10243.0,7332.0,7314.0,,45627.0,7953.0,4500.0,6567.0,,4935.0,,34887.0,,,75115.0,,,,1.0,,,1.0,,0.0,0.0,0.0,,,,,,,,,,363.0,,,1959.0,,,,,,,,,,,,
115946903,Санкт-Петербург,Санкт-Петербург,41,M,2023-06-01,28089.0,8730.0,,69124.0,79438.0,7464.0,5100.0,4500.0,,,,52485.0,,,29349.0,,,1.0,1.0,,,1.0,,,,0.0,0.0,,,,,,,,1386.0,435.0,,,3264.0,,,,,,,,,,,,
115946903,Санкт-Петербург,Санкт-Петербург,41,M,2023-07-01,345.0,71235.0,,50881.0,51485.0,18747.0,5100.0,12780.0,,484500.0,99957.0,15540.0,,,88605.0,,,,1.0,,,1.0,,0.0,0.0,,0.0,,,,,,,,,3558.0,,,2349.0,,,,,,,,,,,,
115946903,Санкт-Петербург,Санкт-Петербург,41,M,2023-08-01,3638.0,6570.0,,,57574.0,,5100.0,13090.0,17086.0,,319258.0,7680.0,,,22344.0,,,0.0,,,,1.0,,,,0.0,,1.0,,,,,,,,,,,2220.0,,,,,,15933.0,,,,,,
115946903,Санкт-Петербург,Санкт-Петербург,41,M,2023-09-01,5743.0,29449.0,,,102262.0,33603.0,5100.0,8066.0,,,68832.0,40507.0,,,46415.0,,,,,0.0,0.0,1.0,,,0.0,,,,1.0,,,,,,,,,,3918.0,,,,,,,2022.0,,,,,
115957308,Москва,Москва,46,M,2023-04-01,14211.0,2892.0,,2100.0,121097.0,858.0,,5970.0,,59698.0,1421796.0,9870.0,7155.0,,33710.0,,,1.0,,,0.0,,,,,,1.0,,0.0,,,,,,705.0,,,,,,,,,2982.0,,,,,,,
115957308,Москва,Москва,46,M,2023-05-01,24910.0,2085.0,2700.0,,174089.0,18624.0,,7350.0,,164728.0,246074.0,,1120.0,,51345.0,6993.0,,1.0,0.0,,,,,,0.0,,1.0,,,,,,,,1090.0,,,,,,,,,7179.0,,,,,,,
115957308,Москва,Москва,46,M,2023-06-01,14670.0,3090.0,25827.0,,227336.0,5652.0,,27600.0,,68758.0,698714.0,17952.0,,8259.0,36951.0,,,1.0,,1.0,0.0,,,,,,0.0,,0.0,,,,,,729.0,,1287.0,,,,,,,,,,,,,,
115957308,Москва,Москва,46,M,2023-07-01,3945.0,62670.0,1200.0,1800.0,183469.0,6543.0,3900.0,65317.0,711.0,47698.0,158188.0,,,,143174.0,8197.0,,1.0,0.0,,,,,,1.0,,,,,,,,,,189.0,,,,,,,3438.0,,,,,,,,,
115957308,Москва,Москва,46,M,2023-08-01,3718.0,1626.0,57390.0,1200.0,125933.0,1647.0,,29024.0,,59698.0,301774.0,41589.0,2472.0,4428.0,56981.0,,,1.0,,0.0,,,,,1.0,,,,0.0,,,,,,111.0,,,,,,,1071.0,,,,,,,,,
115957308,Москва,Москва,46,M,2023-09-01,5335.0,4974.0,56847.0,,179985.0,,,28647.0,,129480.0,979456.0,14670.0,,,35039.0,,,0.0,0.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,798.0,,5946.0,,,,,,,
115985836,Москва,Москва,31,M,2023-04-01,1407.0,129075.0,,,100550.0,36840.0,,74400.0,,,80970.0,,,1890.0,16173.0,24621.0,3000.0,,1.0,,,,,,1.0,,0.0,,,,,,,,,6429.0,,,,,,3720.0,,,,,,,,,
115985836,Москва,Москва,31,M,2023-05-01,,119049.0,,,128754.0,30120.0,3870.0,8190.0,,,108330.0,,,23639.0,76739.0,6943.0,9900.0,,,0.0,,,,1.0,,,,,,,0.0,,,1.0,,,,,,,192.0,,,,,,,,,,828.0
115985836,Москва,Москва,31,M,2023-06-01,3684.0,85134.0,,1050.0,132880.0,28584.0,,8250.0,95133.0,,110517.0,900.0,,,81513.0,45438.0,,0.0,,,,1.0,,0.0,,0.0,,,,,,,,,,,,,6612.0,,,,,,,,,,,,
115985836,Москва,Москва,31,M,2023-07-01,954.0,142095.0,140700.0,,64723.0,28338.0,6000.0,41028.0,,129750.0,,,,,53259.0,10039.0,,0.0,,,0.0,,,,1.0,1.0,,,,,0.0,,,,,,,,,,,312.0,,,,,,,,,
115985836,Москва,Москва,31,M,2023-08-01,6045.0,252546.0,55164.0,,532920.0,71955.0,3870.0,,,,73035.0,,,,99029.0,18038.0,,0.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,192.0,,,,,,,,,,
115985836,Москва,Москва,31,M,2023-09-01,,145887.0,,,69688.0,44370.0,,68520.0,7241.0,,,,,5373.0,144925.0,6518.0,,,1.0,,,,,0.0,0.0,,,,,,,,,1.0,,7281.0,,,,,,,,,,,,,,,
116002866,Москва,Москва,34,M,2023-04-01,1419.0,41610.0,129744.0,71970.0,96707.0,26166.0,5400.0,75428.0,,,257457.0,,,,60623.0,,,0.0,1.0,,,,,,0.0,0.0,,,,,,,,,,1206.0,,,,,,,,,,,,,,,
116002866,Москва,Москва,34,M,2023-05-01,9462.0,11610.0,74715.0,505037.0,107974.0,11463.0,6000.0,31805.0,,,51492.0,,,,130139.0,,,0.0,,1.0,,,,0.0,,,,,,,0.0,,,,,,4341.0,,,,,,,,,,,,,,
116002866,Москва,Москва,34,M,2023-06-01,9579.0,43701.0,95661.0,8994528.0,100689.0,16347.0,6570.0,25497.0,,,265263.0,,,,121838.0,,,0.0,1.0,,,,,,0.0,,,,,,,,,,,2178.0,,,,,,,,,,,,,,,
116002866,Москва,Москва,34,M,2023-07-01,5283.0,38100.0,12291.0,252058.0,171351.0,21612.0,4200.0,46050.0,,,46050.0,,,,49559.0,,,0.0,,,1.0,1.0,,0.0,,0.0,,,,,,,,,,,,12600.0,4617.0,,,,,,,,,,,,
116002866,Москва,Москва,34,M,2023-08-01,13696.0,93540.0,74553.0,30060.0,106155.0,15120.0,13800.0,5309.0,,,284247.0,3894.0,,,78122.0,,,0.0,,,,1.0,,,0.0,,,,0.0,,,,0.0,,,,,,3642.0,,,,,,,,,,,,
116002866,Москва,Москва,34,M,2023-09-01,9860.0,53370.0,15120.0,84392.0,148874.0,1281.0,2100.0,12150.0,,25854.0,23233.0,,20207.0,,77528.0,,,0.0,,1.0,,,,0.0,,0.0,,,,,,,,,,,1497.0,,,,,,,,,,,,,,
116022061,Новосибирская область,Новосибирск,44,M,2023-04-01,13207.0,39605.0,,450.0,177590.0,7971.0,,24555.0,,1500.0,10068.0,7677.0,,,35093.0,480.0,,1.0,1.0,,,,,,,,0.0,,,,,,,,654.0,1968.0,,,,,,,,,,,,,,,
116022061,Новосибирская область,Новосибирск,44,M,2023-05-01,7159.0,3379.0,34446.0,,227772.0,17001.0,2850.0,9810.0,,,184479.0,,,,51855.0,,,1.0,1.0,,,,,0.0,,,,,0.0,,,,,0.0,348.0,168.0,,,,,,,,,,,,,,,
116022061,Новосибирская область,Новосибирск,44,M,2023-06-01,5506.0,9465.0,3021.0,,226591.0,,1350.0,,,,3840.0,,,,37732.0,,,1.0,0.0,,,,,0.0,0.0,,,,,,,,,,267.0,,,,,,,,,,,,,,,,
116022061,Новосибирская область,Новосибирск,44,M,2023-07-01,6910.0,10746.0,10395.0,40536.0,187986.0,3933.0,,11502.0,6749.0,,12084.0,2550.0,,,42108.0,,,1.0,,,,1.0,,,0.0,,,,0.0,,,,,,339.0,,,,8523.0,,,,,,,,,,,,
116022061,Новосибирская область,Новосибирск,44,M,2023-08-01,9333.0,21444.0,6768.0,18027.0,131572.0,6024.0,,15810.0,,,672.0,,,,34770.0,,,1.0,,,,1.0,,0.0,,0.0,,,,,,,,,462.0,,,,6315.0,,,,,,,,,,,,
116022061,Новосибирская область,Новосибирск,44,M,2023-09-01,6870.0,14220.0,47706.0,24486.0,103016.0,,,450.0,1686.0,,,,,,22313.0,,,1.0,,1.0,,,,,0.0,,,,0.0,,,,,,339.0,,2379.0,,,,,,,,,,,,,,
116063697,Москва,Москва,40,F,2023-04-01,435.0,16710.0,164334.0,,69465.0,16386.0,41850.0,75378.0,,,,78474.0,,,33798.0,,,,,1.0,,,,,1.0,,,,,,0.0,,,,,,8211.0,,,,,3735.0,,,,,,,,,
116063697,Москва,Москва,40,F,2023-05-01,7728.0,20055.0,17688.0,,51095.0,18321.0,7650.0,17769.0,,55470.0,300.0,,,4500.0,44282.0,,,0.0,1.0,,,,,1.0,,,,,,,,,,,,1002.0,,,,,381.0,,,,,,,,,,
116063697,Москва,Москва,40,F,2023-06-01,2937.0,4062.0,26862.0,,47755.0,18222.0,,3874.0,,,,,,6519.0,31441.0,,,,1.0,,,,,1.0,,,0.0,,,,,,,,,201.0,,,,,,,,,,,,,,,
116063697,Москва,Москва,40,F,2023-07-01,4257.0,26460.0,126434.0,,77328.0,29439.0,22500.0,1951.0,,,69618.0,,,,55356.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1323.0,,,,,,90.0,,,,,,,,,
116063697,Москва,Москва,40,F,2023-08-01,10251.0,40146.0,215496.0,,46211.0,31974.0,,1174.0,,,,,,19785.0,31647.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,10764.0,,,,,,,,,,,,,,
116063697,Москва,Москва,40,F,2023-09-01,2475.0,21538.0,35583.0,,44647.0,45756.0,8439.0,95778.0,,75000.0,,,,900.0,49224.0,,,0.0,,1.0,,,,1.0,,0.0,,,,,0.0,,,,,,1179.0,,,,420.0,,,,,,,,,,
116097833,Рязанская область,Рязань,30,M,2023-04-01,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
116097833,Рязанская область,Рязань,30,M,2023-05-01,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
116097833,Рязанская область,Рязань,30,M,2023-06-01,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116097833,Рязанская область,Рязань,30,M,2023-07-01,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
116097833,Рязанская область,Рязань,30,M,2023-08-01,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
116097833,Рязанская область,Рязань,30,M,2023-09-01,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,
116099168,Санкт-Петербург,Санкт-Петербург,36,M,2023-04-01,1779.0,15245.0,58860.0,82860.0,107798.0,5109.0,,,,,17823.0,,1944.0,,37186.0,810.0,,1.0,1.0,,1.0,,,,,,,,,,0.0,,,,87.0,744.0,,4143.0,,,,,,,,,,,,,
116099168,Санкт-Петербург,Санкт-Петербург,36,M,2023-05-01,8439.0,57210.0,17505.0,12300.0,199727.0,8169.0,,,,,3546.0,,,,40368.0,,,1.0,1.0,,,,,1.0,,,,,,0.0,,,,,420.0,2856.0,,,,,,,,,,,,,,,
116099168,Санкт-Петербург,Санкт-Петербург,36,M,2023-06-01,12885.0,9864.0,16161.0,6600.0,123833.0,4317.0,,,,,72129.0,145860.0,2292.0,19050.0,12051.0,,,1.0,,,,1.0,,,,0.0,,,,,,,,0.0,639.0,,,,6117.0,,,,,,,,,,,,
116099168,Санкт-Петербург,Санкт-Петербург,36,M,2023-07-01,5178.0,26988.0,11529.0,20340.0,115761.0,,,,,,26439.0,,1200.0,,22353.0,,,1.0,,,,1.0,,1.0,,,,,,1.0,0.0,,,,255.0,,,,5223.0,,,,,,,,60.0,,,,
116099168,Санкт-Петербург,Санкт-Петербург,36,M,2023-08-01,15375.0,131447.0,30270.0,26100.0,104332.0,,,,,,46320.0,3690.0,1380.0,,57741.0,6798.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,525.0,,,1305.0,,,,,,,,,69.0,,,,
